"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test navigation to About page.

Verifies that clicking About in the user dropdown
opens the about dialog or page.
","0","test_about_opening[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test Recruitment to Performance navigation workflow.

Common workflow: Recruit employee, then manage performance.
","5188","test_navigate_recruitment_to_performance_workflow[webkit]","tests","Wed Oct 29 00:43:24 UTC 2025","passed","Wed Oct 29 00:43:29 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Smoke test: Verify current leave period is always displayed.

Critical test to ensure users can see the current configuration.
","0","test_smoke_current_period_displayed[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test typical employee self-service workflow.

Workflow:
1. View dashboard
2. Update personal info (My Info)
3. Apply for leave
4. Submit timesheet
","0","test_employee_self_service_workflow[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Verify user cannot login with empty username.

Scenario:
    Given: User is on the login page
    When: User enters only password (no username)
    And: User clicks the login button
    Then: User should remain on the login page

Args:
    login_page: LoginPage instance
","855","test_empty_username[chromium]","tests","Wed Oct 29 00:43:42 UTC 2025","passed","Wed Oct 29 00:43:42 UTC 2025","","test_login","",""
"
Test rapid sequential navigation doesn't cause errors.

Verifies that navigating quickly between modules doesn't
cause race conditions or errors.
","9620","test_rapid_sequential_navigation[chromium]","tests","Wed Oct 29 00:43:01 UTC 2025","passed","Wed Oct 29 00:43:11 UTC 2025","TestNavigationPerformance","test_cross_module_navigation","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-May-April]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test typical HR Manager workflow.

Workflow:
1. Check dashboard for quick stats
2. View employees in PIM
3. Check leave requests
4. Review recruitment pipeline
","5946","test_hr_manager_workflow[chromium]","tests","Wed Oct 29 00:43:06 UTC 2025","passed","Wed Oct 29 00:43:12 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test navigation to PIM module.

Verifies that clicking PIM menu navigates to the PIM module
and the URL changes accordingly.
","2190","test_navigate_to_pim[webkit]","tests","Wed Oct 29 00:44:43 UTC 2025","passed","Wed Oct 29 00:44:45 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test navigation to Buzz module.

Verifies that clicking Buzz menu navigates to the Buzz (social) module
and the URL changes accordingly.
","0","test_navigate_to_buzz[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","172","test_all_months_end_date_calculation[chromium-March-February]","tests","Wed Oct 29 00:44:49 UTC 2025","passed","Wed Oct 29 00:44:49 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-October-September]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test reset button restores previous values.

Scenario:
    Given I am on the Leave Period configuration page
    And I have configured a leave period
    When I change the start month and date
    And I click the Reset button
    Then the values should return to the previous state

This verifies that users can discard changes before saving.
","833","test_reset_functionality[webkit]","tests","Wed Oct 29 00:44:58 UTC 2025","passed","Wed Oct 29 00:44:59 UTC 2025","TestLeavePeriodEdgeCases","test_leave_period","",""
"
Test navigation to My Info module.

Verifies that clicking My Info menu navigates to the My Info module
and the URL changes accordingly.
","1597","test_navigate_to_my_info[chromium]","tests","Wed Oct 29 00:44:20 UTC 2025","passed","Wed Oct 29 00:44:21 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test that save button is enabled when page loads.

Scenario:
    Given I am on the Leave Period configuration page
    Then the Save button should be enabled
    And the Reset button should be enabled

This verifies the page loads in a ready state.
","63","test_save_button_enabled[chromium]","tests","Wed Oct 29 00:43:34 UTC 2025","passed","Wed Oct 29 00:43:34 UTC 2025","TestLeavePeriodValidation","test_leave_period","",""
"
Test navigation to Leave module.

Verifies that clicking Leave menu navigates to the Leave module from Dashboard.
","0","test_navigate_to_leave[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Verify fluent API (method chaining) works correctly for login flow.

Scenario:
    Given: User is on the login page
    When: User chains enter_username, enter_password, and click_login methods
    Then: User should be redirected to dashboard (login successful)

Args:
    login_page: LoginPage instance
    config_service: Configuration service with valid credentials
","1873","test_method_chaining[webkit]","tests","Wed Oct 29 00:44:14 UTC 2025","passed","Wed Oct 29 00:44:16 UTC 2025","","test_login","",""
"
Smoke test: Navigation header persists across modules.

Critical test to ensure navigation header doesn't disappear.
","10019","test_smoke_navigation_header_persistent[webkit]","tests","Wed Oct 29 00:42:46 UTC 2025","passed","Wed Oct 29 00:42:56 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Smoke test: Navigation header persists across modules.

Critical test to ensure navigation header doesn't disappear.
","0","test_smoke_navigation_header_persistent[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","362","test_all_months_end_date_calculation[webkit-May-April]","tests","Wed Oct 29 00:45:53 UTC 2025","passed","Wed Oct 29 00:45:54 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Smoke test: Round-trip navigation works.

Critical test to ensure users can navigate away and return.
","5736","test_smoke_round_trip_navigation[chromium]","tests","Wed Oct 29 00:42:52 UTC 2025","passed","Wed Oct 29 00:42:58 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Test method chaining for fluent API.

Scenario:
    Given I am on the Leave Period configuration page
    When I use method chaining to configure leave period
    Then all methods should execute successfully
    And the configuration should be saved

This verifies that the fluent interface pattern works correctly.
","0","test_method_chaining[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test navigation to About page.

Verifies that clicking About in the user dropdown
opens the about dialog or page.
","628","test_about_opening[chromium]","tests","Wed Oct 29 00:44:26 UTC 2025","passed","Wed Oct 29 00:44:26 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Smoke test: Verify current leave period is always displayed.

Critical test to ensure users can see the current configuration.
","8","test_smoke_current_period_displayed[chromium]","tests","Wed Oct 29 00:43:42 UTC 2025","passed","Wed Oct 29 00:43:42 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-December-November]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Verify user can login successfully with valid credentials.

Scenario:
    Given: User is on the login page
    When: User enters valid username and password
    And: User clicks the login button
    Then: User should be redirected to the dashboard page

Args:
    login_page: LoginPage instance (already navigated to login page)
    config_service: Configuration service with valid test credentials
","1888","test_valid_login[webkit]","tests","Wed Oct 29 00:44:25 UTC 2025","passed","Wed Oct 29 00:44:27 UTC 2025","","test_login","",""
"
Test navigating from Leave to Dashboard and back.

Verifies that returning to Leave module after visiting Dashboard
works correctly.
","0","test_leave_to_dashboard_and_back[firefox]","tests","Wed Oct 29 00:42:23 UTC 2025","broken","Wed Oct 29 00:42:23 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Test navigation through all main modules sequentially.

Simulates a user exploring different modules in the application,
verifying that each navigation works correctly.
","13710","test_navigate_through_all_main_modules[webkit]","tests","Wed Oct 29 00:42:31 UTC 2025","passed","Wed Oct 29 00:42:44 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Smoke test: Verify logout works.

Critical test to ensure users can log out of the application.
","0","test_smoke_logout_works[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Smoke test: Verify basic configure and save workflow.

Critical end-to-end test for the primary use case.
","1411","test_smoke_configure_and_save[webkit]","tests","Wed Oct 29 00:43:58 UTC 2025","passed","Wed Oct 29 00:43:59 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Verify error message is displayed when login fails with invalid credentials.

Scenario:
    Given: User is on the login page
    When: User enters invalid username and password
    And: User clicks the login button
    Then: Error message should be visible
    And: Error message should contain ""Invalid credentials""

Args:
    login_page: LoginPage instance
","1468","test_invalid_login[webkit]","tests","Wed Oct 29 00:44:30 UTC 2025","passed","Wed Oct 29 00:44:31 UTC 2025","","test_login","",""
"
Demo: Invalid login attempt with visual highlighting.

Shows how to use highlight() when debugging error scenarios.

Scenario:
    Given: User is on the login page
    When: User enters invalid credentials with highlights
    Then: Error message should be visible and highlighted

Args:
    login_page: LoginPage instance
","0","test_invalid_login_with_highlight[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","","test_login_demo","",""
"
Test leave period starting on last day of February.

Scenario:
    Given I am on the Leave Period configuration page
    When I select ""February"" as start month
    And I select ""28"" as start date
    Then the end date should be ""February 27""
    And the configuration should save successfully

This tests handling of shorter months.
","0","test_february_last_day[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestLeavePeriodEdgeCases","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","163","test_all_months_end_date_calculation[chromium-May-April]","tests","Wed Oct 29 00:44:58 UTC 2025","passed","Wed Oct 29 00:44:58 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test multiple round trips between modules.

Verifies that navigating back and forth multiple times
works correctly without errors.
","10024","test_multiple_round_trips[chromium]","tests","Wed Oct 29 00:42:40 UTC 2025","passed","Wed Oct 29 00:42:50 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Smoke test: Verify basic configure and save workflow.

Critical end-to-end test for the primary use case.
","0","test_smoke_configure_and_save[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Demo: Invalid login attempt with visual highlighting.

Shows how to use highlight() when debugging error scenarios.

Scenario:
    Given: User is on the login page
    When: User enters invalid credentials with highlights
    Then: Error message should be visible and highlighted

Args:
    login_page: LoginPage instance
","3663","test_invalid_login_with_highlight[chromium]","tests","Wed Oct 29 00:43:57 UTC 2025","passed","Wed Oct 29 00:44:01 UTC 2025","","test_login_demo","",""
"
Smoke test: Verify Leave Period page loads successfully.

Critical test to ensure the page is accessible and displays
all essential elements.
","29","test_smoke_leave_period_page_loads[chromium]","tests","Wed Oct 29 00:43:53 UTC 2025","passed","Wed Oct 29 00:43:53 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test leave period starting on last day of February.

Scenario:
    Given I am on the Leave Period configuration page
    When I select ""February"" as start month
    And I select ""28"" as start date
    Then the end date should be ""February 27""
    And the configuration should save successfully

This tests handling of shorter months.
","1352","test_february_last_day[webkit]","tests","Wed Oct 29 00:44:42 UTC 2025","passed","Wed Oct 29 00:44:43 UTC 2025","TestLeavePeriodEdgeCases","test_leave_period","",""
"
Test that Leave Period page maintains Leave module navigation.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see Leave module top bar
    And I should be able to navigate to other Leave pages

This verifies the Leave module top bar is available on Leave Period page.

Note:
    This test is skipped because the leave_period_page fixture navigates
    directly to the Leave Period URL, which doesn't load the full Leave
    module UI context. This is expected behavior for direct URL navigation.
    The test would pass if navigating via the UI (Configure dropdown),
    but that navigation method has locator issues.
","0","test_leave_period_maintains_leave_navigation[webkit]","tests","Wed Oct 29 00:44:05 UTC 2025","skipped","Wed Oct 29 00:44:05 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","273","test_all_months_end_date_calculation[webkit-July-June]","tests","Wed Oct 29 00:46:04 UTC 2025","passed","Wed Oct 29 00:46:04 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test navigation to PIM module.

Verifies that clicking PIM menu navigates to the PIM module
and the URL changes accordingly.
","0","test_navigate_to_pim[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test that Leave Period page has global navigation header.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see the global navigation header
    And I should be able to access user dropdown
    And I should be able to navigate to other modules

This verifies the global navigation component is available.
","0","test_leave_period_preserves_global_navigation[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Verify user cannot login with empty username and password.

Scenario:
    Given: User is on the login page
    When: User clicks login button without entering credentials
    Then: User should remain on the login page
    And: URL should still contain ""auth/login""

Args:
    login_page: LoginPage instance
","608","test_empty_credentials[webkit]","tests","Wed Oct 29 00:44:04 UTC 2025","passed","Wed Oct 29 00:44:04 UTC 2025","","test_login","",""
"
Test navigation works correctly after page refresh.

Verifies that refreshing the page doesn't break navigation.
","0","test_navigation_with_page_refresh[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestNavigationPerformance","test_cross_module_navigation","",""
"
Demo: Method chaining with selective highlighting.

Shows how to combine fluent API with strategic highlights for debugging.

Scenario:
    Given: User is on the login page
    When: User previews elements with highlights
    And: User executes login with method chaining
    Then: Login should succeed

Args:
    login_page: LoginPage instance
    config_service: Configuration service
","2445","test_method_chaining_with_highlight[chromium]","tests","Wed Oct 29 00:44:03 UTC 2025","passed","Wed Oct 29 00:44:05 UTC 2025","","test_login_demo","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-September-August]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test that URL changes correctly reflect navigation actions.

Verifies that each navigation action results in a unique URL
corresponding to the target module.
","9321","test_url_changes_reflect_navigation[webkit]","tests","Wed Oct 29 00:43:47 UTC 2025","passed","Wed Oct 29 00:43:56 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","220","test_all_months_end_date_calculation[webkit-December-November]","tests","Wed Oct 29 00:46:14 UTC 2025","passed","Wed Oct 29 00:46:14 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test navigation to Support page.

Verifies that clicking Support in the user dropdown
navigates to the support page or opens support resources.
","1447","test_support_navigation[webkit]","tests","Wed Oct 29 00:45:20 UTC 2025","passed","Wed Oct 29 00:45:22 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test that save button is enabled when page loads.

Scenario:
    Given I am on the Leave Period configuration page
    Then the Save button should be enabled
    And the Reset button should be enabled

This verifies the page loads in a ready state.
","0","test_save_button_enabled[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestLeavePeriodValidation","test_leave_period","",""
"
Test that URL changes correctly reflect navigation actions.

Verifies that each navigation action results in a unique URL
corresponding to the target module.
","0","test_url_changes_reflect_navigation[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Verify user dropdown menu items appear when opened.

Tests that clicking the user dropdown reveals all expected menu items
(Change Password, About, Support, Logout).
","334","test_user_dropdown_menu_items[chromium]","tests","Wed Oct 29 00:44:04 UTC 2025","passed","Wed Oct 29 00:44:05 UTC 2025","TestNavigationHeaderVisibility","test_navigation_header","",""
"
Test method chaining for fluent API.

Scenario:
    Given I am on the Leave Period configuration page
    When I use method chaining to configure leave period
    Then all methods should execute successfully
    And the configuration should be saved

This verifies that the fluent interface pattern works correctly.
","386","test_method_chaining[webkit]","tests","Wed Oct 29 00:44:30 UTC 2025","passed","Wed Oct 29 00:44:31 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test navigation to Maintenance module.

Verifies that clicking Maintenance menu navigates to the Maintenance
module and the URL changes accordingly.
","0","test_navigate_to_maintenance[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Verify user cannot login with empty password.

Scenario:
    Given: User is on the login page
    When: User enters only username (no password)
    And: User clicks the login button
    Then: User should remain on the login page

Args:
    login_page: LoginPage instance
","954","test_empty_password[chromium]","tests","Wed Oct 29 00:43:45 UTC 2025","passed","Wed Oct 29 00:43:46 UTC 2025","","test_login","",""
"
Verify user cannot login with empty username.

Scenario:
    Given: User is on the login page
    When: User enters only password (no username)
    And: User clicks the login button
    Then: User should remain on the login page

Args:
    login_page: LoginPage instance
","0","test_empty_username[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","","test_login","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","174","test_all_months_end_date_calculation[chromium-June-May]","tests","Wed Oct 29 00:44:59 UTC 2025","passed","Wed Oct 29 00:44:59 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Smoke test: Basic cross-module navigation works.

Critical test to ensure users can navigate between modules.
","8171","test_smoke_basic_cross_module_navigation[chromium]","tests","Wed Oct 29 00:42:30 UTC 2025","passed","Wed Oct 29 00:42:38 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Demo: Invalid login attempt with visual highlighting.

Shows how to use highlight() when debugging error scenarios.

Scenario:
    Given: User is on the login page
    When: User enters invalid credentials with highlights
    Then: Error message should be visible and highlighted

Args:
    login_page: LoginPage instance
","4447","test_invalid_login_with_highlight[webkit]","tests","Wed Oct 29 00:44:26 UTC 2025","passed","Wed Oct 29 00:44:30 UTC 2025","","test_login_demo","",""
"
Test navigating from Leave to Dashboard and back.

Verifies that returning to Leave module after visiting Dashboard
works correctly.
","6680","test_leave_to_dashboard_and_back[webkit]","tests","Wed Oct 29 00:42:31 UTC 2025","passed","Wed Oct 29 00:42:38 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-August-July]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test navigation to Performance module.

Verifies that clicking Performance menu navigates to the Performance
module and the URL changes accordingly.
","1262","test_navigate_to_performance[chromium]","tests","Wed Oct 29 00:44:08 UTC 2025","passed","Wed Oct 29 00:44:10 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test opening the user dropdown.

Verifies that the user dropdown can be opened and menu items
become visible.
","254","test_open_user_dropdown[chromium]","tests","Wed Oct 29 00:44:23 UTC 2025","passed","Wed Oct 29 00:44:24 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test reset button restores previous values.

Scenario:
    Given I am on the Leave Period configuration page
    And I have configured a leave period
    When I change the start month and date
    And I click the Reset button
    Then the values should return to the previous state

This verifies that users can discard changes before saving.
","0","test_reset_functionality[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestLeavePeriodEdgeCases","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","168","test_all_months_end_date_calculation[chromium-October-September]","tests","Wed Oct 29 00:45:10 UTC 2025","passed","Wed Oct 29 00:45:10 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test that end date updates when start date changes.

Scenario:
    Given I am on the Leave Period configuration page
    When I select different start months
    Then the end date should update dynamically for each selection

This verifies real-time calculation of end dates.
","1319","test_end_date_updates_dynamically[webkit]","tests","Wed Oct 29 00:43:51 UTC 2025","passed","Wed Oct 29 00:43:52 UTC 2025","TestLeavePeriodValidation","test_leave_period","",""
"
Configure leave period to start on January 1st.

Scenario:
    Given I am on the Leave Period configuration page
    When I select ""January"" as start month
    And I select ""01"" as start date
    Then the end date should be ""December 31""
    When I save the configuration
    Then I should see a success message

This is the most common leave period configuration (calendar year).
","1219","test_configure_leave_period_january_first[chromium]","tests","Wed Oct 29 00:43:29 UTC 2025","passed","Wed Oct 29 00:43:30 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Verify fluent API (method chaining) works correctly for login flow.

Scenario:
    Given: User is on the login page
    When: User chains enter_username, enter_password, and click_login methods
    Then: User should be redirected to dashboard (login successful)

Args:
    login_page: LoginPage instance
    config_service: Configuration service with valid credentials
","1796","test_method_chaining[chromium]","tests","Wed Oct 29 00:43:48 UTC 2025","passed","Wed Oct 29 00:43:50 UTC 2025","","test_login","",""
"
Test navigation to My Info module.

Verifies that clicking My Info menu navigates to the My Info module
and the URL changes accordingly.
","0","test_navigate_to_my_info[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Demo: Login test with visual highlighting for debugging.

This test shows how to use Playwright's native highlight() during development
to visually identify which elements are being interacted with.

Scenario:
    Given: User is on the login page
    When: User enters valid credentials with visual highlights
    Then: User should be redirected to dashboard

Args:
    login_page: LoginPage instance
    config_service: Configuration service with credentials
","4572","test_login_with_highlight_demo[webkit]","tests","Wed Oct 29 00:44:19 UTC 2025","passed","Wed Oct 29 00:44:23 UTC 2025","","test_login_demo","",""
"
Configure leave period to start on January 1st.

Scenario:
    Given I am on the Leave Period configuration page
    When I select ""January"" as start month
    And I select ""01"" as start date
    Then the end date should be ""December 31""
    When I save the configuration
    Then I should see a success message

This is the most common leave period configuration (calendar year).
","0","test_configure_leave_period_january_first[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test navigation to Support page.

Verifies that clicking Support in the user dropdown
navigates to the support page or opens support resources.
","0","test_support_navigation[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test navigation through all main modules sequentially.

Simulates a user exploring different modules in the application,
verifying that each navigation works correctly.
","10745","test_navigate_through_all_main_modules[chromium]","tests","Wed Oct 29 00:42:30 UTC 2025","passed","Wed Oct 29 00:42:40 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test admin configuration workflow.

Workflow:
1. Access admin panel
2. Configure system settings
3. Return to dashboard
4. Verify changes (navigate to relevant module)
","5679","test_admin_configuration_workflow[webkit]","tests","Wed Oct 29 00:42:31 UTC 2025","passed","Wed Oct 29 00:42:37 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test PIM to Leave navigation workflow.

Common workflow: View employee in PIM, then assign leave.
","0","test_navigate_pim_to_leave_workflow[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","169","test_all_months_end_date_calculation[chromium-February-January]","tests","Wed Oct 29 00:44:47 UTC 2025","passed","Wed Oct 29 00:44:47 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Smoke test: Verify user dropdown is accessible.

Critical test to ensure users can access account options.
","0","test_smoke_user_dropdown_accessible[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Test navigation to About page.

Verifies that clicking About in the user dropdown
opens the about dialog or page.
","1631","test_about_opening[webkit]","tests","Wed Oct 29 00:45:27 UTC 2025","passed","Wed Oct 29 00:45:29 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Smoke test: Verify main navigation menu is visible.

Critical test to ensure the navigation header renders correctly
after login.
","376","test_smoke_main_menu_visible[chromium]","tests","Wed Oct 29 00:44:37 UTC 2025","passed","Wed Oct 29 00:44:37 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Test navigation to Leave Period from Leave List page.

Scenario:
    Given I am on the Leave List page
    When I click Configure dropdown
    And I click Leave Period menu item
    Then I should navigate to Leave Period configuration page
    And the page title should be ""Leave Period""

This verifies navigation integration within the Leave module.

TODO: Fix Configure dropdown locator in LeaveBasePage.
      Current locator: li.oxd-topbar-body-nav-tab:has-text('Configure')
      Issue: Element not clickable - may need more specific selector
","0","test_navigate_to_leave_period_from_leave_list[webkit]","tests","Wed Oct 29 00:44:05 UTC 2025","skipped","Wed Oct 29 00:44:05 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Test Leave to Time navigation workflow.

Common workflow: Check leave balance, then view timesheets.
","2045","test_navigate_leave_to_time_workflow[chromium]","tests","Wed Oct 29 00:43:03 UTC 2025","passed","Wed Oct 29 00:43:05 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test navigation to Admin module.

Verifies that clicking Admin menu navigates to the Admin module
and the URL changes accordingly.
","1309","test_navigate_to_admin[webkit]","tests","Wed Oct 29 00:44:35 UTC 2025","passed","Wed Oct 29 00:44:37 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
